22/02/2014 15:15:38,Advertisement,localhost:3000,"[class,eq,"oneITS"],[area,eq,'tor'],[value,<,100]",siena,0.01023ms
22/02/2014 15:15:38,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,80]",siena,33.731683ms
22/02/2014 15:15:39,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,10]",siena,4.6043ms
22/02/2014 15:15:39,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,20]",siena,3.496697ms
22/02/2014 15:15:40,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,50]",siena,4.850416ms
22/02/2014 15:58:24,Advertisement,localhost:3000,"[class,eq,"oneITS"],[area,eq,'tor'],[value,<,100]",siena,0.010356ms
22/02/2014 15:58:24,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,80]",siena,31.998024ms
22/02/2014 15:58:25,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,10]",siena,1.809676ms
22/02/2014 15:58:25,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,20]",siena,0.472749ms
22/02/2014 15:58:26,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,50]",siena,1.891301ms
22/02/2014 15:58:27,Publication,localhost:3000,"[class,"oneITS"],[area,'tor'],[value,40]",siena,2.085883ms
22/02/2014 16:01:20,Advertisement,localhost:3000,"[class,eq,'oneITS'],[area,eq,'tor'],[value,<,100]",siena,0.010557ms
22/02/2014 16:01:21,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,80]",siena,21.15729ms
22/02/2014 16:01:21,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,10]",siena,1.943746ms
22/02/2014 16:01:22,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,20]",siena,4.227019ms
22/02/2014 16:01:22,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,50]",siena,3.23252ms
22/02/2014 16:01:23,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,40]",siena,3.589745ms
22/02/2014 16:02:06,Advertisement,localhost:3000,"[class,eq,'oneITS'],[area,eq,'tor'],[value,<,100]",siena,0.005665ms
22/02/2014 16:02:07,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,80]",siena,17.970099ms
22/02/2014 16:02:07,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,10]",siena,1.195603ms
22/02/2014 16:02:08,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,20]",siena,3.793948ms
22/02/2014 16:02:08,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,50]",siena,1.582412ms
22/02/2014 16:02:09,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,40]",siena,3.158379ms
22/02/2014 16:10:16,Advertisement,localhost:3000,"[class,eq,'oneITS'],[area,eq,'tor'],[value,<,100]",siena,0.010157ms
22/02/2014 16:10:17,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,80]",siena,28.015229ms
22/02/2014 16:10:17,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,10]",siena,1.109999ms
22/02/2014 16:10:18,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,20]",siena,3.187899ms
22/02/2014 16:10:18,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,50]",siena,1.944472ms
22/02/2014 16:10:19,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,40]",siena,3.431144ms
22/02/2014 16:13:17,Advertisement,localhost:3000,"[class,eq,'oneITS'],[area,eq,'tor'],[value,<,100]",siena,0.008525ms
22/02/2014 16:13:17,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,80]",siena,27.289599ms
22/02/2014 16:13:18,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,10]",siena,2.699762ms
22/02/2014 16:13:18,Publication,localhost:3000,"[class,'oneITS'],[area,'tor'],[value,20]",siena,2.170918ms
